Year,Employer,Role,Count Male,Count Female,Min Salary,Max Salary,Median Male Salary,Median Female Salary
1948,Virtual Institute LLC,Data Scientist,0,0,0,0,0,0
1948,Virtual Institute LLC,Machine Learning Engineer,0,0,0,0,0,0
1948,Virtual Institute LLC,DevOps Engineer,0,0,0,0,0,0
1948,Department Administration (DA),Computer Operator,0,0,0,0,0,0
1948,Department Administration (DA),Systems Analyst,0,0,0,0,0,0
1948,Department Administration (DA),Software Developer,0,0,0,0,0,0
1948,Department Administration (DA),Database Administrator,0,0,0,0,0,0
1948,Department Administration (DA),Network Engineer,0,0,0,0,0,0
1948,Department Administration (DA),IT Technician,0,0,0,0,0,0
1948,Department Administration (DA),Software Engineer,0,0,0,0,0,0
1948,Department Administration (DA),Web Developer,0,0,0,0,0,0
1948,Department Administration (DA),Cybersecurity Analyst,0,0,0,0,0,0
1948,Department Administration (DA),Data Scientist,0,0,0,0,0,0
1948,Department Administration (DA),Machine Learning Engineer,0,0,0,0,0,0
1948,Department Administration (DA),DevOps Engineer,0,0,0,0,0,0
1948,Space Laboratory (SL),Computer Operator,0,0,0,0,0,0
1948,Space Laboratory (SL),Systems Analyst,0,0,0,0,0,0
1948,Space Laboratory (SL),Software Developer,0,0,0,0,0,0
1948,Space Laboratory (SL),Database Administrator,0,0,0,0,0,0
1948,Space Laboratory (SL),Network Engineer,0,0,0,0,0,0
1948,Space Laboratory (SL),IT Technician,0,0,0,0,0,0
1948,Space Laboratory (SL),Software Engineer,0,0,0,0,0,0
1948,Space Laboratory (SL),Web Developer,0,0,0,0,0,0
1948,Space Laboratory (SL),Cybersecurity Analyst,0,0,0,0,0,0
1948,Space Laboratory (SL),Data Scientist,0,0,0,0,0,0
1948,Space Laboratory (SL),Machine Learning Engineer,0,0,0,0,0,0
1948,Space Laboratory (SL),DevOps Engineer,0,0,0,0,0,0
1948,Security Innovation Corp (SIC),Computer Operator,0,0,0,0,0,0
1948,Security Innovation Corp (SIC),Systems Analyst,0,0,0,0,0,0
1948,Security Innovation Corp (SIC),Software Developer,0,0,0,0,0,0
1948,Security Innovation Corp (SIC),Database Administrator,0,0,0,0,0,0
1948,Security Innovation Corp (SIC),Network Engineer,0,0,0,0,0,0
1948,Security Innovation Corp (SIC),IT Technician,0,0,0,0,0,0
1948,Security Innovation Corp (SIC),Software Engineer,0,0,0,0,0,0
1948,Security Innovation Corp (SIC),Web Developer,0,0,0,0,0,0
1948,Security Innovation Corp (SIC),Cybersecurity Analyst,0,0,0,0,0,0
1948,Security Innovation Corp (SIC),Data Scientist,0,0,0,0,0,0
1948,Security Innovation Corp (SIC),Machine Learning Engineer,0,0,0,0,0,0
1948,Security Innovation Corp (SIC),DevOps Engineer,0,0,0,0,0,0
1948,Department Advanced,Computer Operator,28,4,48751,141150,775586,693940
1948,Department Advanced,Systems Analyst,142,11,35353,82479,983435,766999
1948,Department Advanced,Software Developer,0,0,0,0,0,0
1948,Department Advanced,Database Administrator,0,0,0,0,0,0
1948,Department Advanced,Network Engineer,0,0,0,0,0,0
1948,Department Advanced,IT Technician,0,0,0,0,0,0
1948,Department Advanced,Software Engineer,0,0,0,0,0,0
1948,Department Advanced,Web Developer,0,0,0,0,0,0
1948,Department Advanced,Cybersecurity Analyst,0,0,0,0,0,0
1948,Department Advanced,Data Scientist,0,0,0,0,0,0
1948,Department Advanced,Machine Learning Engineer,0,0,0,0,0,0
1948,Department Advanced,DevOps Engineer,0,0,0,0,0,0
1948,Net System Inc (NSI),Computer Operator,276,7,31532,125198,1109679,951415
1948,Net System Inc (NSI),Systems Analyst,108,16,33285,197891,827798,712434
1948,Net System Inc (NSI),Software Developer,0,0,0,0,0,0
1948,Net System Inc (NSI),Database Administrator,0,0,0,0,0,0
1948,Net System Inc (NSI),Network Engineer,0,0,0,0,0,0
1948,Net System Inc (NSI),IT Technician,0,0,0,0,0,0
1948,Net System Inc (NSI),Software Engineer,0,0,0,0,0,0
1948,Net System Inc (NSI),Web Developer,0,0,0,0,0,0
1948,Net System Inc (NSI),Cybersecurity Analyst,0,0,0,0,0,0
1948,Net System Inc (NSI),Data Scientist,0,0,0,0,0,0
1948,Net System Inc (NSI),Machine Learning Engineer,0,0,0,0,0,0
1948,Net System Inc (NSI),DevOps Engineer,0,0,0,0,0,0
1948,Institute Agency,Computer Operator,0,0,0,0,0,0
1948,Institute Agency,Systems Analyst,0,0,0,0,0,0
1948,Institute Agency,Software Developer,0,0,0,0,0,0
1948,Institute Agency,Database Administrator,0,0,0,0,0,0
1948,Institute Agency,Network Engineer,0,0,0,0,0,0
1948,Institute Agency,IT Technician,0,0,0,0,0,0
1948,Institute Agency,Software Engineer,0,0,0,0,0,0
1948,Institute Agency,Web Developer,0,0,0,0,0,0
1948,Institute Agency,Cybersecurity Analyst,0,0,0,0,0,0
1948,Institute Agency,Data Scientist,0,0,0,0,0,0
1948,Institute Agency,Machine Learning Engineer,0,0,0,0,0,0
1948,Institute Agency,DevOps Engineer,0,0,0,0,0,0
1948,Group Technologies Inc (GTI),Computer Operator,0,0,0,0,0,0
1948,Group Technologies Inc (GTI),Systems Analyst,0,0,0,0,0,0
1948,Group Technologies Inc (GTI),Software Developer,0,0,0,0,0,0
1948,Group Technologies Inc (GTI),Database Administrator,0,0,0,0,0,0
1948,Group Technologies Inc (GTI),Network Engineer,0,0,0,0,0,0
1948,Group Technologies Inc (GTI),IT Technician,0,0,0,0,0,0
1948,Group Technologies Inc (GTI),Software Engineer,0,0,0,0,0,0
1948,Group Technologies Inc (GTI),Web Developer,0,0,0,0,0,0
1948,Group Technologies Inc (GTI),Cybersecurity Analyst,0,0,0,0,0,0
1948,Group Technologies Inc (GTI),Data Scientist,0,0,0,0,0,0
1948,Group Technologies Inc (GTI),Machine Learning Engineer,0,0,0,0,0,0
1948,Group Technologies Inc (GTI),DevOps Engineer,0,0,0,0,0,0
1948,Mobile Solutions Corp (MSC),Computer Operator,0,0,0,0,0,0
1948,Mobile Solutions Corp (MSC),Systems Analyst,0,0,0,0,0,0
1948,Mobile Solutions Corp (MSC),Software Developer,0,0,0,0,0,0
1948,Mobile Solutions Corp (MSC),Database Administrator,0,0,0,0,0,0
1948,Mobile Solutions Corp (MSC),Network Engineer,0,0,0,0,0,0
1948,Mobile Solutions Corp (MSC),IT Technician,0,0,0,0,0,0
1948,Mobile Solutions Corp (MSC),Software Engineer,0,0,0,0,0,0
1948,Mobile Solutions Corp (MSC),Web Developer,0,0,0,0,0,0
1948,Mobile Solutions Corp (MSC),Cybersecurity Analyst,0,0,0,0,0,0
1948,Mobile Solutions Corp (MSC),Data Scientist,0,0,0,0,0,0
1948,Mobile Solutions Corp (MSC),Machine Learning Engineer,0,0,0,0,0,0
1948,Mobile Solutions Corp (MSC),DevOps Engineer,0,0,0,0,0,0
1948,Department Laboratory (DL),Computer Operator,0,0,0,0,0,0
1948,Department Laboratory (DL),Systems Analyst,0,0,0,0,0,0
1948,Department Laboratory (DL),Software Developer,0,0,0,0,0,0
1948,Department Laboratory (DL),Database Administrator,0,0,0,0,0,0
1948,Department Laboratory (DL),Network Engineer,0,0,0,0,0,0
1948,Department Laboratory (DL),IT Technician,0,0,0,0,0,0
1948,Department Laboratory (DL),Software Engineer,0,0,0,0,0,0
1948,Department Laboratory (DL),Web Developer,0,0,0,0,0,0
1948,Department Laboratory (DL),Cybersecurity Analyst,0,0,0,0,0,0
1948,Department Laboratory (DL),Data Scientist,0,0,0,0,0,0
1948,Department Laboratory (DL),Machine Learning Engineer,0,0,0,0,0,0
1948,Department Laboratory (DL),DevOps Engineer,0,0,0,0,0,0
1948,Code AI Corp,Computer Operator,0,0,0,0,0,0
1948,Code AI Corp,Systems Analyst,0,0,0,0,0,0
1948,Code AI Corp,Software Developer,0,0,0,0,0,0
1948,Code AI Corp,Database Administrator,0,0,0,0,0,0
1948,Code AI Corp,Network Engineer,0,0,0,0,0,0
1948,Code AI Corp,IT Technician,0,0,0,0,0,0
1948,Code AI Corp,Software Engineer,0,0,0,0,0,0
1948,Code AI Corp,Web Developer,0,0,0,0,0,0
1948,Code AI Corp,Cybersecurity Analyst,0,0,0,0,0,0
1948,Code AI Corp,Data Scientist,0,0,0,0,0,0
1948,Code AI Corp,Machine Learning Engineer,0,0,0,0,0,0
1948,Code AI Corp,DevOps Engineer,0,0,0,0,0,0
1948,Innovation Security LLC (ISL),Computer Operator,0,0,0,0,0,0
1948,Innovation Security LLC (ISL),Systems Analyst,0,0,0,0,0,0
1948,Innovation Security LLC (ISL),Software Developer,0,0,0,0,0,0
1948,Innovation Security LLC (ISL),Database Administrator,0,0,0,0,0,0
1948,Innovation Security LLC (ISL),Network Engineer,0,0,0,0,0,0
1948,Innovation Security LLC (ISL),IT Technician,0,0,0,0,0,0
1948,Innovation Security LLC (ISL),Software Engineer,0,0,0,0,0,0
1948,Innovation Security LLC (ISL),Web Developer,0,0,0,0,0,0
1948,Innovation Security LLC (ISL),Cybersecurity Analyst,0,0,0,0,0,0
1948,Innovation Security LLC (ISL),Data Scientist,0,0,0,0,0,0
1948,Innovation Security LLC (ISL),Machine Learning Engineer,0,0,0,0,0,0
1948,Innovation Security LLC (ISL),DevOps Engineer,0,0,0,0,0,0
1950,Stream Data Inc (SDI),Computer Operator,0,0,0,0,0,0
1950,Stream Data Inc (SDI),Systems Analyst,0,0,0,0,0,0
1950,Stream Data Inc (SDI),Software Developer,0,0,0,0,0,0
1950,Stream Data Inc (SDI),Database Administrator,0,0,0,0,0,0
1950,Stream Data Inc (SDI),Network Engineer,0,0,0,0,0,0
1950,Stream Data Inc (SDI),IT Technician,0,0,0,0,0,0
1950,Stream Data Inc (SDI),Software Engineer,0,0,0,0,0,0
1950,Stream Data Inc (SDI),Web Developer,0,0,0,0,0,0
1950,Stream Data Inc (SDI),Cybersecurity Analyst,0,0,0,0,0,0
1950,Stream Data Inc (SDI),Data Scientist,0,0,0,0,0,0
1950,Stream Data Inc (SDI),Machine Learning Engineer,0,0,0,0,0,0
1950,Stream Data Inc (SDI),DevOps Engineer,0,0,0,0,0,0
1950,Cloud Net LLC (CNL),Computer Operator,0,0,0,0,0,0
1950,Cloud Net LLC (CNL),Systems Analyst,0,0,0,0,0,0
1950,Cloud Net LLC (CNL),Software Developer,0,0,0,0,0,0
1950,Cloud Net LLC (CNL),Database Administrator,0,0,0,0,0,0
1950,Cloud Net LLC (CNL),Network Engineer,0,0,0,0,0,0
1950,Cloud Net LLC (CNL),IT Technician,0,0,0,0,0,0
1950,Cloud Net LLC (CNL),Software Engineer,0,0,0,0,0,0
1950,Cloud Net LLC (CNL),Web Developer,0,0,0,0,0,0
1950,Cloud Net LLC (CNL),Cybersecurity Analyst,0,0,0,0,0,0
1950,Cloud Net LLC (CNL),Data Scientist,0,0,0,0,0,0
1950,Cloud Net LLC (CNL),Machine Learning Engineer,0,0,0,0,0,0
1950,Cloud Net LLC (CNL),DevOps Engineer,0,0,0,0,0,0
1950,Cyber Digital Corp,Computer Operator,197,8,51915,155809,944395,1242452
1950,Cyber Digital Corp,Systems Analyst,426,12,44949,159360,869896,977425
1950,Cyber Digital Corp,Software Developer,0,0,0,0,0,0
1950,Cyber Digital Corp,Database Administrator,0,0,0,0,0,0
1950,Cyber Digital Corp,Network Engineer,0,0,0,0,0,0
1950,Cyber Digital Corp,IT Technician,0,0,0,0,0,0
1950,Cyber Digital Corp,Software Engineer,0,0,0,0,0,0
1950,Cyber Digital Corp,Web Developer,0,0,0,0,0,0
1950,Cyber Digital Corp,Cybersecurity Analyst,0,0,0,0,0,0
1950,Cyber Digital Corp,Data Scientist,0,0,0,0,0,0
1950,Cyber Digital Corp,Machine Learning Engineer,0,0,0,0,0,0
1950,Cyber Digital Corp,DevOps Engineer,0,0,0,0,0,0
1950,Virtual Institute LLC,Computer Operator,192,3,42412,161740,966616,878048
1950,Virtual Institute LLC,Systems Analyst,434,9,47846,148638,771911,1101808
1950,Virtual Institute LLC,Software Developer,0,0,0,0,0,0
1950,Virtual Institute LLC,Database Administrator,0,0,0,0,0,0
1950,Virtual Institute LLC,Network Engineer,0,0,0,0,0,0
1950,Virtual Institute LLC,IT Technician,0,0,0,0,0,0
1950,Virtual Institute LLC,Software Engineer,0,0,0,0,0,0
1950,Virtual Institute LLC,Web Developer,0,0,0,0,0,0
1950,Virtual Institute LLC,Cybersecurity Analyst,0,0,0,0,0,0
1950,Virtual Institute LLC,Data Scientist,0,0,0,0,0,0
1950,Virtual Institute LLC,Machine Learning Engineer,0,0,0,0,0,0
1950,Virtual Institute LLC,DevOps Engineer,0,0,0,0,0,0
1950,Department Administration (DA),Computer Operator,0,0,0,0,0,0
1950,Department Administration (DA),Systems Analyst,0,0,0,0,0,0
1950,Department Administration (DA),Software Developer,0,0,0,0,0,0
1950,Department Administration (DA),Database Administrator,0,0,0,0,0,0
1950,Department Administration (DA),Network Engineer,0,0,0,0,0,0
1950,Department Administration (DA),IT Technician,0,0,0,0,0,0
1950,Department Administration (DA),Software Engineer,0,0,0,0,0,0
1950,Department Administration (DA),Web Developer,0,0,0,0,0,0
1950,Department Administration (DA),Cybersecurity Analyst,0,0,0,0,0,0
1950,Department Administration (DA),Data Scientist,0,0,0,0,0,0
1950,Department Administration (DA),Machine Learning Engineer,0,0,0,0,0,0
1950,Department Administration (DA),DevOps Engineer,0,0,0,0,0,0
1950,Space Laboratory (SL),Computer Operator,0,0,0,0,0,0
1950,Space Laboratory (SL),Systems Analyst,0,0,0,0,0,0
1950,Space Laboratory (SL),Software Developer,0,0,0,0,0,0
1950,Space Laboratory (SL),Database Administrator,0,0,0,0,0,0
1950,Space Laboratory (SL),Network Engineer,0,0,0,0,0,0
1950,Space Laboratory (SL),IT Technician,0,0,0,0,0,0
1950,Space Laboratory (SL),Software Engineer,0,0,0,0,0,0
1950,Space Laboratory (SL),Web Developer,0,0,0,0,0,0
1950,Space Laboratory (SL),Cybersecurity Analyst,0,0,0,0,0,0
1950,Space Laboratory (SL),Data Scientist,0,0,0,0,0,0
1950,Space Laboratory (SL),Machine Learning Engineer,0,0,0,0,0,0
1950,Space Laboratory (SL),DevOps Engineer,0,0,0,0,0,0
1950,Security Innovation Corp (SIC),Computer Operator,0,0,0,0,0,0
1950,Security Innovation Corp (SIC),Systems Analyst,0,0,0,0,0,0
1950,Security Innovation Corp (SIC),Software Developer,0,0,0,0,0,0
1950,Security Innovation Corp (SIC),Database Administrator,0,0,0,0,0,0
1950,Security Innovation Corp (SIC),Network Engineer,0,0,0,0,0,0
1950,Security Innovation Corp (SIC),IT Technician,0,0,0,0,0,0
1950,Security Innovation Corp (SIC),Software Engineer,0,0,0,0,0,0
1950,Security Innovation Corp (SIC),Web Developer,0,0,0,0,0,0
1950,Security Innovation Corp (SIC),Cybersecurity Analyst,0,0,0,0,0,0
1950,Security Innovation Corp (SIC),Data Scientist,0,0,0,0,0,0
1950,Security Innovation Corp (SIC),Machine Learning Engineer,0,0,0,0,0,0
1950,Security Innovation Corp (SIC),DevOps Engineer,0,0,0,0,0,0
1950,Department Advanced,Computer Operator,312,17,49583,104192,913236,1287166
1950,Department Advanced,Systems Analyst,362,11,58393,114358,1027755,919732
1950,Department Advanced,Software Developer,0,0,0,0,0,0
1950,Department Advanced,Database Administrator,0,0,0,0,0,0
1950,Department Advanced,Network Engineer,0,0,0,0,0,0
1950,Department Advanced,IT Technician,0,0,0,0,0,0
1950,Department Advanced,Software Engineer,0,0,0,0,0,0
1950,Department Advanced,Web Developer,0,0,0,0,0,0
1950,Department Advanced,Cybersecurity Analyst,0,0,0,0,0,0
1950,Department Advanced,Data Scientist,0,0,0,0,0,0
1950,Department Advanced,Machine Learning Engineer,0,0,0,0,0,0
1950,Department Advanced,DevOps Engineer,0,0,0,0,0,0
1950,Net System Inc (NSI),Computer Operator,489,17,41457,125203,766535,1201778
1950,Net System Inc (NSI),Systems Analyst,355,5,68488,141926,639584,1044477
1950,Net System Inc (NSI),Software Developer,0,0,0,0,0,0
1950,Net System Inc (NSI),Database Administrator,0,0,0,0,0,0
1950,Net System Inc (NSI),Network Engineer,0,0,0,0,0,0
1950,Net System Inc (NSI),IT Technician,0,0,0,0,0,0
1950,Net System Inc (NSI),Software Engineer,0,0,0,0,0,0
1950,Net System Inc (NSI),Web Developer,0,0,0,0,0,0
1950,Net System Inc (NSI),Cybersecurity Analyst,0,0,0,0,0,0
1950,Net System Inc (NSI),Data Scientist,0,0,0,0,0,0
1950,Net System Inc (NSI),Machine Learning Engineer,0,0,0,0,0,0
1950,Net System Inc (NSI),DevOps Engineer,0,0,0,0,0,0
1950,Institute Agency,Computer Operator,0,0,0,0,0,0
1950,Institute Agency,Systems Analyst,0,0,0,0,0,0
1950,Institute Agency,Software Developer,0,0,0,0,0,0
1950,Institute Agency,Database Administrator,0,0,0,0,0,0
1950,Institute Agency,Network Engineer,0,0,0,0,0,0
1950,Institute Agency,IT Technician,0,0,0,0,0,0
1950,Institute Agency,Software Engineer,0,0,0,0,0,0
1950,Institute Agency,Web Developer,0,0,0,0,0,0
1950,Institute Agency,Cybersecurity Analyst,0,0,0,0,0,0
1950,Institute Agency,Data Scientist,0,0,0,0,0,0
1950,Institute Agency,Machine Learning Engineer,0,0,0,0,0,0
1950,Institute Agency,DevOps Engineer,0,0,0,0,0,0
1950,Group Technologies Inc (GTI),Computer Operator,0,0,0,0,0,0
1950,Group Technologies Inc (GTI),Systems Analyst,0,0,0,0,0,0
1950,Group Technologies Inc (GTI),Software Developer,0,0,0,0,0,0
1950,Group Technologies Inc (GTI),Database Administrator,0,0,0,0,0,0
1950,Group Technologies Inc (GTI),Network Engineer,0,0,0,0,0,0
1950,Group Technologies Inc (GTI),IT Technician,0,0,0,0,0,0
1950,Group Technologies Inc (GTI),Software Engineer,0,0,0,0,0,0
1950,Group Technologies Inc (GTI),Web Developer,0,0,0,0,0,0
1950,Group Technologies Inc (GTI),Cybersecurity Analyst,0,0,0,0,0,0
1950,Group Technologies Inc (GTI),Data Scientist,0,0,0,0,0,0
1950,Group Technologies Inc (GTI),Machine Learning Engineer,0,0,0,0,0,0
1950,Group Technologies Inc (GTI),DevOps Engineer,0,0,0,0,0,0
1950,Mobile Solutions Corp (MSC),Computer Operator,0,0,0,0,0,0
1950,Mobile Solutions Corp (MSC),Systems Analyst,0,0,0,0,0,0
1950,Mobile Solutions Corp (MSC),Software Developer,0,0,0,0,0,0
1950,Mobile Solutions Corp (MSC),Database Administrator,0,0,0,0,0,0
1950,Mobile Solutions Corp (MSC),Network Engineer,0,0,0,0,0,0
1950,Mobile Solutions Corp (MSC),IT Technician,0,0,0,0,0,0
1950,Mobile Solutions Corp (MSC),Software Engineer,0,0,0,0,0,0
1950,Mobile Solutions Corp (MSC),Web Developer,0,0,0,0,0,0
1950,Mobile Solutions Corp (MSC),Cybersecurity Analyst,0,0,0,0,0,0
1950,Mobile Solutions Corp (MSC),Data Scientist,0,0,0,0,0,0
1950,Mobile Solutions Corp (MSC),Machine Learning Engineer,0,0,0,0,0,0
1950,Mobile Solutions Corp (MSC),DevOps Engineer,0,0,0,0,0,0
1950,Department Laboratory (DL),Computer Operator,0,0,0,0,0,0
1950,Department Laboratory (DL),Systems Analyst,0,0,0,0,0,0
1950,Department Laboratory (DL),Software Developer,0,0,0,0,0,0
1950,Department Laboratory (DL),Database Administrator,0,0,0,0,0,0
1950,Department Laboratory (DL),Network Engineer,0,0,0,0,0,0
1950,Department Laboratory (DL),IT Technician,0,0,0,0,0,0
1950,Department Laboratory (DL),Software Engineer,0,0,0,0,0,0
1950,Department Laboratory (DL),Web Developer,0,0,0,0,0,0
1950,Department Laboratory (DL),Cybersecurity Analyst,0,0,0,0,0,0
1950,Department Laboratory (DL),Data Scientist,0,0,0,0,0,0
1950,Department Laboratory (DL),Machine Learning Engineer,0,0,0,0,0,0
1950,Department Laboratory (DL),DevOps Engineer,0,0,0,0,0,0
1950,Code AI Corp,Computer Operator,0,0,0,0,0,0
1950,Code AI Corp,Systems Analyst,0,0,0,0,0,0
1950,Code AI Corp,Software Developer,0,0,0,0,0,0
1950,Code AI Corp,Database Administrator,0,0,0,0,0,0
1950,Code AI Corp,Network Engineer,0,0,0,0,0,0
1950,Code AI Corp,IT Technician,0,0,0,0,0,0
1950,Code AI Corp,Software Engineer,0,0,0,0,0,0
1950,Code AI Corp,Web Developer,0,0,0,0,0,0
1950,Code AI Corp,Cybersecurity Analyst,0,0,0,0,0,0
1950,Code AI Corp,Data Scientist,0,0,0,0,0,0
1950,Code AI Corp,Machine Learning Engineer,0,0,0,0,0,0
1950,Code AI Corp,DevOps Engineer,0,0,0,0,0,0
1950,Innovation Security LLC (ISL),Computer Operator,0,0,0,0,0,0
1950,Innovation Security LLC (ISL),Systems Analyst,0,0,0,0,0,0
1950,Innovation Security LLC (ISL),Software Developer,0,0,0,0,0,0
1950,Innovation Security LLC (ISL),Database Administrator,0,0,0,0,0,0
1950,Innovation Security LLC (ISL),Network Engineer,0,0,0,0,0,0
1950,Innovation Security LLC (ISL),IT Technician,0,0,0,0,0,0
1950,Innovation Security LLC (ISL),Software Engineer,0,0,0,0,0,0
1950,Innovation Security LLC (ISL),Web Developer,0,0,0,0,0,0
1950,Innovation Security LLC (ISL),Cybersecurity Analyst,0,0,0,0,0,0
1950,Innovation Security LLC (ISL),Data Scientist,0,0,0,0,0,0
1950,Innovation Security LLC (ISL),Machine Learning Engineer,0,0,0,0,0,0
1950,Innovation Security LLC (ISL),DevOps Engineer,0,0,0,0,0,0
1952,Stream Data Inc (SDI),Computer Operator,0,0,0,0,0,0
1952,Stream Data Inc (SDI),Systems Analyst,0,0,0,0,0,0
1952,Stream Data Inc (SDI),Software Developer,0,0,0,0,0,0
1952,Stream Data Inc (SDI),Database Administrator,0,0,0,0,0,0
1952,Stream Data Inc (SDI),Network Engineer,0,0,0,0,0,0
1952,Stream Data Inc (SDI),IT Technician,0,0,0,0,0,0
1952,Stream Data Inc (SDI),Software Engineer,0,0,0,0,0,0
1952,Stream Data Inc (SDI),Web Developer,0,0,0,0,0,0
1952,Stream Data Inc (SDI),Cybersecurity Analyst,0,0,0,0,0,0
1952,Stream Data Inc (SDI),Data Scientist,0,0,0,0,0,0
1952,Stream Data Inc (SDI),Machine Learning Engineer,0,0,0,0,0,0
1952,Stream Data Inc (SDI),DevOps Engineer,0,0,0,0,0,0
1952,Cloud Net LLC (CNL),Computer Operator,0,0,0,0,0,0
1952,Cloud Net LLC (CNL),Systems Analyst,0,0,0,0,0,0
1952,Cloud Net LLC (CNL),Software Developer,0,0,0,0,0,0
1952,Cloud Net LLC (CNL),Database Administrator,0,0,0,0,0,0
1952,Cloud Net LLC (CNL),Network Engineer,0,0,0,0,0,0
1952,Cloud Net LLC (CNL),IT Technician,0,0,0,0,0,0
1952,Cloud Net LLC (CNL),Software Engineer,0,0,0,0,0,0
1952,Cloud Net LLC (CNL),Web Developer,0,0,0,0,0,0
1952,Cloud Net LLC (CNL),Cybersecurity Analyst,0,0,0,0,0,0
1952,Cloud Net LLC (CNL),Data Scientist,0,0,0,0,0,0
1952,Cloud Net LLC (CNL),Machine Learning Engineer,0,0,0,0,0,0
1952,Cloud Net LLC (CNL),DevOps Engineer,0,0,0,0,0,0
1952,Cyber Digital Corp,Computer Operator,460,3,62192,159757,945830,1095461
1952,Cyber Digital Corp,Systems Analyst,308,7,32091,193676,1119888,533220
1952,Cyber Digital Corp,Software Developer,0,0,0,0,0,0
1952,Cyber Digital Corp,Database Administrator,0,0,0,0,0,0
1952,Cyber Digital Corp,Network Engineer,0,0,0,0,0,0
1952,Cyber Digital Corp,IT Technician,0,0,0,0,0,0
1952,Cyber Digital Corp,Software Engineer,0,0,0,0,0,0
1952,Cyber Digital Corp,Web Developer,0,0,0,0,0,0
1952,Cyber Digital Corp,Cybersecurity Analyst,0,0,0,0,0,0
1952,Cyber Digital Corp,Data Scientist,0,0,0,0,0,0
1952,Cyber Digital Corp,Machine Learning Engineer,0,0,0,0,0,0
1952,Cyber Digital Corp,DevOps Engineer,0,0,0,0,0,0
1952,Virtual Institute LLC,Computer Operator,341,7,42012,119923,1040159,1109805
1952,Virtual Institute LLC,Systems Analyst,317,13,35592,83991,908330,788203
1952,Virtual Institute LLC,Software Developer,0,0,0,0,0,0
1952,Virtual Institute LLC,Database Administrator,0,0,0,0,0,0
